parameter_name,parameter_values,group,subgroup,short_desc
series,##GBT10YR,Macro Series IDs (Unadjusted),Macro - Treasury notes (T-notes),10-Year Government Bond Yield for the United Kingdom (monthly)\n\nCorresponding FRED id=IRLTLT01GBM156N
series,##HVACANCY,Macro Series IDs (Unadjusted),Macro - Vacancy Rates,Home Vacancy Rate for the United States (annual)\n\nCorresponding FRED id=USHVAC
series,##RVACANCY,Macro Series IDs (Unadjusted),Macro - Vacancy Rates,Rental Vacancy Rate for the United States (annual)\n\nCorresponding FRED id=USRVAC
rcode,ENVISVCE,RBICS Codes,Business Services,"10102530 - Environmental Services\nSince 2021-08-21, previously part of WASTESVCE, FACIL, and PRECIOUS"
rcode,BIZSVCESS,RBICS Codes,Business Services,1010 - Business Services
rcode,BIZSVCE,RBICS Codes,Business Services,10 - Business Services
rcode,MKTINGPRINTING,RBICS Codes,Business Services,101010 - Marketing and Printing Services
rcode,ADVERTISING,RBICS Codes,Business Services,10101010 - Marketing and Advertising Services
rcode,PRINTING,RBICS Codes,Business Services,10101015 - Printing Services
rcode,PROSVCE,RBICS Codes,Business Services,101015 - Other Professional Services
rcode,ADMINSVCE,RBICS Codes,Business Services,10101510 - Administrative Services
rcode,CONSULTING,RBICS Codes,Business Services,10101515 - Consulting/Business Process Outsourcing Services
rcode,PROSVCEOTHER,RBICS Codes,Business Services,10101520 - Other Professional Services
rcode,BIZSUPPORT,RBICS Codes,Business Services,101020 - Business Support Services
rcode,FACILSVCE,RBICS Codes,Business Services,10102010 - Facilities and Other Support Services
rcode,SECURITYSVCE,RBICS Codes,Business Services,10102015 - Security Services
rcode,WASTEMGMT,RBICS Codes,Business Services,101025 - Waste Management Services
rcode,WASTECOLLECTION,RBICS Codes,Business Services,10102510 - General Waste Collection
rcode,HAZMAT,RBICS Codes,Business Services,10102515 - Hazardous Materials Disposal
rcode,WASTESVCE,RBICS Codes,Business Services,10102520 - Other Waste Services
rcode,WASTEWATER,RBICS Codes,Business Services,10102525 - Wastewater Treatment Services
rcode,CYCLICALS,RBICS Codes,Consumer Cyclicals,20 - Consumer Cyclicals
rcode,CONSUMERGOODS,RBICS Codes,Consumer Cyclicals,2010 - Consumer Goods
rcode,APPARELPRODUCTS,RBICS Codes,Consumer Cyclicals,201010 - Apparel and Accessory Products
rcode,ACCESSORIESMFR,RBICS Codes,Consumer Cyclicals,20101010 - Accessories Production
rcode,CLOTHINGMFR,RBICS Codes,Consumer Cyclicals,20101015 - Apparel and Footwear Production
rcode,APPARELMFR,RBICS Codes,Consumer Cyclicals,20101020 - Multi-Type Apparel and Accessories Production
rcode,LEISURE,RBICS Codes,Consumer Cyclicals,201015 - Leisure Goods Products
rcode,LEISUREOTHER,RBICS Codes,Consumer Cyclicals,20101510 - Other Leisure Goods
rcode,RECREATIONALGOODS,RBICS Codes,Consumer Cyclicals,20101515 - Recreational Goods
rcode,SPORTINGGOODS,RBICS Codes,Consumer Cyclicals,20101520 - Sporting and Athletic Goods
rcode,APPLIANCESFURN,RBICS Codes,Consumer Cyclicals,201020 - Household Appliances and Furnishings Production
rcode,RETAILMISC,RBICS Codes,Consumer Cyclicals,2015 - Miscellaneous Retail
rcode,AUTORETAIL,RBICS Codes,Consumer Cyclicals,201510 - Auto Retail
rcode,AUTOSVCE,RBICS Codes,Consumer Cyclicals,20151010 - Automotive Services
rcode,AUTOSALES,RBICS Codes,Consumer Cyclicals,20151015 - Motor Vehicle Sales
rcode,AUTOPARTSSALESRENT,RBICS Codes,Consumer Cyclicals,20151020 - Motor Vehicles and Parts Sales and Rental
rcode,RETAILOTHER,RBICS Codes,Consumer Cyclicals,201515 - Other Retail
rcode,AUCTION,RBICS Codes,Consumer Cyclicals,20151510 - Auction Houses and Authentication Services
rcode,GASSTATION,RBICS Codes,Consumer Cyclicals,20151515 - Gasoline Stations
rcode,OFFICESUPPLY,RBICS Codes,Consumer Cyclicals,20151520 - Office Supplies and Stationery Retail
rcode,PETS,RBICS Codes,Consumer Cyclicals,20151525 - Pet and Pet Supply Retail
rcode,RETAILSOFTW,RBICS Codes,Consumer Cyclicals,20151530 - Retail Industry Software
rcode,HOMEBUILDMANUF,RBICS Codes,Consumer Cyclicals,"201520 - Home Builders and Manufactured Buildings\nSince 2020-07-19, previously HOMEBUILDMANUF.XX1"
rcode,HOMEBUILD,RBICS Codes,Consumer Cyclicals,"20152015 - Home Builders\nSince 2020-07-19, previously HOMEBUILD.XX1"
rcode,MFRBUILDING,RBICS Codes,Consumer Cyclicals,"20152020 - Manufactured Building Makers\nSince 2020-07-19, previously MFRBUILDING.XX1"
rcode,VEHICLE,RBICS Codes,Consumer Cyclicals,202010 - Consumer Vehicles and Parts
rcode,AUTOPARTSMFR,RBICS Codes,Consumer Cyclicals,20201010 - Consumer Vehicle Parts Manufacturing
rcode,AUTOMFR,RBICS Codes,Consumer Cyclicals,20201015 - Consumer Vehicle Manufacturing
rcode,CONSUMERRETAIL,RBICS Codes,Consumer Cyclicals,2025 - Consumer Retail
rcode,APPARELRETAIL,RBICS Codes,Consumer Cyclicals,202510 - Apparel and Accessories Retail
rcode,ACCESSORIESRETAIL,RBICS Codes,Consumer Cyclicals,20251010 - Accessories Retail
rcode,CLOTHINGACCESSORIESRETAIL,RBICS Codes,Consumer Cyclicals,20251015 - Mixed Apparel and Accessories Retail
rcode,CLOTHINGRETAIL,RBICS Codes,Consumer Cyclicals,20251020 - Apparel Retail
rcode,SHOES,RBICS Codes,Consumer Cyclicals,20251025 - Footwear Retail
rcode,ELECTRONICSENTRETAIL,RBICS Codes,Consumer Cyclicals,202515 - Electronics and Entertainment Retail
rcode,ELECTRONICSRETAIL,RBICS Codes,Consumer Cyclicals,20251510 - Electronics Retail
rcode,ENTRETAIL,RBICS Codes,Consumer Cyclicals,20251515 - Entertainment Retail
rcode,ELECTRONICSENTMIXRETAIL,RBICS Codes,Consumer Cyclicals,20251520 - Mixed Electronics and Entertainment Retail
rcode,HOMEIMPROVE,RBICS Codes,Consumer Cyclicals,202520 - Home Improvement Retail
rcode,BUILDINGMAT,RBICS Codes,Consumer Cyclicals,20252010 - Building Materials and Garden Supply Stores
rcode,STOREFURNITURE,RBICS Codes,Consumer Cyclicals,20252015 - Furniture and Home Furnishings Stores
rcode,HOMEIMPROV,RBICS Codes,Consumer Cyclicals,20252020 - Mixed Home Improvement and Furnishings Stores
rcode,VEHICLESS,RBICS Codes,Consumer Cyclicals,2020 - Consumer Vehicles and Parts
rcode,EVSTATION,RBICS Codes,Consumer Cyclicals,"20151535 - Electric Vehicle Charging Stations\nSince 2021-08-21, previously part of GASSTATION"
rcode,CANNABISRETAIL,RBICS Codes,Consumer Cyclicals,20151540 - Cannabis Dispensary/Retail
rcode,CANNABIS,RBICS Codes,Consumer Non-Cyclicals,"501525 - Cannabis Production\nSince 2022-07-30, previously part of CROP"
rcode,HOUSESVCESS,RBICS Codes,Consumer Non-Cyclicals,5025 - Household Services
rcode,PERSONALCARERETAILGEN,RBICS Codes,Consumer Non-Cyclicals,50102010 - General Health and Personal Care Retail
rcode,GENMERCH,RBICS Codes,Consumer Non-Cyclicals,501015 - General Merchandise Retail
rcode,STOREDEPT,RBICS Codes,Consumer Non-Cyclicals,50101510 - Department Stores
rcode,STOREDISC,RBICS Codes,Consumer Non-Cyclicals,50101515 - Discount Stores
rcode,MERCHRETAIL,RBICS Codes,Consumer Non-Cyclicals,50101520 - General Merchandise Retailers
rcode,OFFPRICERETAIL,RBICS Codes,Consumer Non-Cyclicals,50101525 - Off-Price Retailers
rcode,WAREHOUSECLUB,RBICS Codes,Consumer Non-Cyclicals,50101530 - Warehouse Clubs and Superstores
rcode,PERSONALCARERETAIL,RBICS Codes,Consumer Non-Cyclicals,501020 - Health and Personal Care Retail
rcode,PERSONALCARERETAILOTHER,RBICS Codes,Consumer Non-Cyclicals,50102010 - General Health and Personal Care Retail
rcode,PHARMACY,RBICS Codes,Consumer Non-Cyclicals,50102015 - Pharmacies and Drug Retailers
rcode,FOODPRODUCTION,RBICS Codes,Consumer Non-Cyclicals,5015 - Food and Tobacco Production
rcode,AGRICULTURE,RBICS Codes,Consumer Non-Cyclicals,501510 - Agriculture
rcode,ANIMAL,RBICS Codes,Consumer Non-Cyclicals,50151010 - Animal Production
rcode,CROP,RBICS Codes,Consumer Non-Cyclicals,50151015 - Crop Production
rcode,AGRICDIV,RBICS Codes,Consumer Non-Cyclicals,50151020 - Diversified Agriculture Production
rcode,AGRICSUPPORT,RBICS Codes,Consumer Non-Cyclicals,50151025 - Agricultural Support Activity Providers
rcode,FOODDRINKMFR,RBICS Codes,Consumer Non-Cyclicals,501515 - Food and Beverage Production
rcode,BEVERAGE,RBICS Codes,Consumer Non-Cyclicals,50151510 - Beverages Production
rcode,FOOD,RBICS Codes,Consumer Non-Cyclicals,50151515 - Food Production
rcode,FOODDRINKMFRGEN,RBICS Codes,Consumer Non-Cyclicals,50151520 - General Food and Beverage Production
rcode,TOBACCO,RBICS Codes,Consumer Non-Cyclicals,501520 - Tobacco Production
rcode,CIGARETTE,RBICS Codes,Consumer Non-Cyclicals,50152010 - Cigarette Manufacturing
rcode,TOBACCOMFRGEN,RBICS Codes,Consumer Non-Cyclicals,50152015 - General Tobacco Manufacturing
rcode,TOBACCOPRODUCT,RBICS Codes,Consumer Non-Cyclicals,50152020 - Other Tobacco Product Makers
rcode,ECIGARETTE,RBICS Codes,Consumer Non-Cyclicals,"50152025 - Electronic Cigarette Manufacturing\nSince 2018-02-02, previously part of TOBACCOMFRGEN and TOBACCOPRODUCT"
rcode,PRODHOUSESUBSECT,RBICS Codes,Consumer Non-Cyclicals,5020 - Household Products
rcode,NONCYCLICAL,RBICS Codes,Consumer Non-Cyclicals,50 - Consumer Non-Cyclicals
rcode,STAPLESRETAIL,RBICS Codes,Consumer Non-Cyclicals,5010 - Food and Staples Retail
rcode,FOODDRINKRETAIL,RBICS Codes,Consumer Non-Cyclicals,501010 - Food and Beverage Retail
rcode,STOREFOOD,RBICS Codes,Consumer Non-Cyclicals,50101010 - Beverage and Specialty Foods Stores
rcode,FOODDRINKRETAILGEN,RBICS Codes,Consumer Non-Cyclicals,50101015 - General Food and Beverage Retail
rcode,GROCERY,RBICS Codes,Consumer Non-Cyclicals,50101020 - Grocery Stores
rcode,RETAILDISTRIB,RBICS Codes,Consumer Non-Cyclicals,50101025 - Retail Distributors
rcode,APPLIANCESTOOLS,RBICS Codes,Consumer Non-Cyclicals,502010 - Household Appliances and Tools
rcode,APPLIANCESTOOLSDIV,RBICS Codes,Consumer Non-Cyclicals,50201010 - Diversified Household Appliances and Tools
rcode,APPLIANCESSMALL,RBICS Codes,Consumer Non-Cyclicals,50201015 - Small Appliances and Accessories Manufacturing
rcode,PRODHOUSEIND,RBICS Codes,Consumer Non-Cyclicals,502015 - Household Products
rcode,BABYMFR,RBICS Codes,Consumer Non-Cyclicals,50201510 - Baby Accessories Manufacturing
rcode,PRODHOUSEDIV,RBICS Codes,Consumer Non-Cyclicals,50201515 - Diversified Household Products Makers
rcode,HOMEOFFICEFURNMFR,RBICS Codes,Consumer Non-Cyclicals,50201520 - Home and Office Furnishings Manufacturing
rcode,PERSONALCAREPRODUCT,RBICS Codes,Consumer Non-Cyclicals,502020 - Personal Care and Cleaning Products
rcode,ABSORBENT,RBICS Codes,Consumer Non-Cyclicals,50202010 - Absorbent Products Manufacturing
rcode,COSMETICS,RBICS Codes,Consumer Non-Cyclicals,50202015 - Cosmetics Products
rcode,FRAGRANCE,RBICS Codes,Consumer Non-Cyclicals,50202020 - Personal Care Fragrance Products
rcode,PERSONALCAREGEN,RBICS Codes,Consumer Non-Cyclicals,50202025 - General Personal Care and Cleaning Products Makers
rcode,HAIRCARE,RBICS Codes,Consumer Non-Cyclicals,50202030 - Hair Care Products
rcode,CLEANING,RBICS Codes,Consumer Non-Cyclicals,50202035 - Household Cleaning Products
rcode,SANITARY,RBICS Codes,Consumer Non-Cyclicals,50202040 - Sanitary and Personal Care Paper Products
rcode,SKINCARE,RBICS Codes,Consumer Non-Cyclicals,50202045 - Skin Care Products
rcode,HOUSESVCE,RBICS Codes,Consumer Non-Cyclicals,502510 - Personal Professional Services
rcode,EDUCATION,RBICS Codes,Consumer Non-Cyclicals,50251010 - Educational Services
rcode,PERSONALSVCE,RBICS Codes,Consumer Non-Cyclicals,50251015 - Personal Services
rcode,HOSPITALITY,RBICS Codes,Consumer Services,151010 - Hospitality Services
rcode,HOTEL,RBICS Codes,Consumer Services,15101010 - Accommodation Providers
rcode,ARTSENT,RBICS Codes,Consumer Services,"15101015 - Arts, Entertainment and Recreation Providers"
rcode,FOODDRINKSVCE,RBICS Codes,Consumer Services,15101020 - Other Food and Beverage Services
rcode,RESTAURANT,RBICS Codes,Consumer Services,15101025 - Restaurants and Bars
rcode,TRAVEL,RBICS Codes,Consumer Services,15101030 - Travel Arrangement and Reservation Services
rcode,MEDIAPUB,RBICS Codes,Consumer Services,151510 - Media and Publishing Services
rcode,BROADCAST,RBICS Codes,Consumer Services,15151010 - Broadcast Media Services
rcode,ENTERTAINMENT,RBICS Codes,Consumer Services,15151015 - Entertainment and Programming Providers
rcode,BOOKS,RBICS Codes,Consumer Services,15151020 - Print Media and Publishing Services
rcode,CONSUMERSVCE,RBICS Codes,Consumer Services,15 - Consumer Services
rcode,MEDIAPUBSS,RBICS Codes,Consumer Services,1515 - Media and Publishing Services
rcode,HOSPITALITYSS,RBICS Codes,Consumer Services,1510 - Hospitality Services
rcode,OILGASINTEGSS,RBICS Codes,Energy,"2520 - Integrated Oil and Gas Exploration and Production\nSince 2018-02-02, previously FOSSILFUELINT.XX1"
rcode,COALSTREAMING,RBICS Codes,Energy,25101040 - Coal Streaming and Royalties
rcode,GATHERPROCESSSVCE,RBICS Codes,Energy,25151525 - Gathering and Processing Services\nSince 2024-07-27
rcode,ENERGY,RBICS Codes,Energy,25 - Energy
rcode,UPSTREAMENERGY,RBICS Codes,Energy,2510 - Upstream Energy
rcode,COAL,RBICS Codes,Energy,251010 - Coal and Uranium Mining
rcode,COALAMER,RBICS Codes,Energy,25101010 - Americas Coal Mining
rcode,COALASIA,RBICS Codes,Energy,25101015 - Asia/Pacific International Coal Mining
rcode,COALINTL,RBICS Codes,Energy,25101020 - Other International Coal Mining
rcode,URANIUMRADIUMVANADIUM.XX1,RBICS Codes,Energy,"25101025 - Uranium, Radium and Vanadium Mining\nDiscontinued 2020-07-19, replaced by RADIUMVANADIUM, URANIUM, and OREBASE"
rcode,RADIUMVANADIUM,RBICS Codes,Energy,"25101030 - Radium and Vanadium Mining\nSince 2020-07-19, previously part of URANIUMRADIUMVANADIUM.XX1"
rcode,URANIUM,RBICS Codes,Energy,"25101035 - Uranium Mining\nSince 2020-07-19, previously part of URANIUMRADIUMVANADIUM.XX1"
rcode,FOSSILFUEL,RBICS Codes,Energy,251015 - Fossil Fuel Exploration and Production
rcode,FOSSILFUELAMER,RBICS Codes,Energy,25101510 - Americas Fossil Fuel Exploration and Production
rcode,FOSSILFUELINT.XX1,RBICS Codes,Energy,"25101515 - Integrated Oil and Gas Exploration and Production\nDiscontinued 2018-02-02, replaced by OILGASINTEG"
rcode,FOSSILFUELOTHER,RBICS Codes,Energy,25101520 - Other Fossil Fuel Exploration and Production
rcode,OILGASSUPPORT,RBICS Codes,Energy,251020 - Support Activities for Oil and Gas Operations
rcode,OILGASTRANSPORT,RBICS Codes,Energy,25102010 - Oil and Gas Transportation and Infrastructure
rcode,OILGASFIELD,RBICS Codes,Energy,25102015 - Oil and Gas Field Support Activities
rcode,OILGASOPER,RBICS Codes,Energy,25102020 - Oil and Gas Operations Support Activities
rcode,DOWNMIDSTREAMENERGY,RBICS Codes,Energy,2515 - Downstream and Midstream Energy
rcode,DOWNSTREAMENERGY,RBICS Codes,Energy,251510 - Downstream Energy
rcode,LPGPROPANE,RBICS Codes,Energy,"25151010 - LPG, Propane and Other Distributors"
rcode,REFINERIES,RBICS Codes,Energy,25151015 - Petroleum Refineries
rcode,MIDSTREAMENERGY,RBICS Codes,Energy,251515 - Midstream Energy
rcode,NATGASPIPELINE,RBICS Codes,Energy,25151510 - Natural Gas Pipeline and Storage Services
rcode,PIPELINEOTHER,RBICS Codes,Energy,25151515 - Other Pipeline and Energy Storage Services
rcode,PETROLPIPELINE,RBICS Codes,Energy,25151520 - Petroleum Liquid Pipeline and Storage
rcode,OILGASINTEG,RBICS Codes,Energy,"252010 - Integrated Oil and Gas Exploration and Production\nSince 2018-02-02, previously FOSSILFUELINT.XX1"
rcode,FINANCIAL,RBICS Codes,Finance,30 - Finance
rcode,BANKS,RBICS Codes,Finance,3010 - Banking
rcode,BANKSINTL,RBICS Codes,Finance,301010 - International Banks
rcode,BANKSAMEREXUS,RBICS Codes,Finance,30101010 - Americas Banks
rcode,BANKSASIA,RBICS Codes,Finance,30101015 - Asia/Pacific Banks
rcode,BANKSEUROPE,RBICS Codes,Finance,"30101020 - Europe, Middle East and Africa Banks"
rcode,BANKSMULTINAT,RBICS Codes,Finance,30101025 - Multinational Banks
rcode,BANKSMORTG,RBICS Codes,Finance,301015 - Mortgage Banking
rcode,BANKSUSA,RBICS Codes,Finance,301020 - United States Banks
rcode,BANKSCOMMERCIAL,RBICS Codes,Finance,30102010 - United States Commercial Banks
rcode,SAVINGSLOAN,RBICS Codes,Finance,30102015 - United States Savings Institutions
rcode,BANKSINTERNET,RBICS Codes,Finance,"30102025 - United States Internet Banks\nSince 2020-07-18, previously part of BANKSCOMMERCIAL"
rcode,INSURANCE,RBICS Codes,Finance,301510 - Insurance
rcode,INSBROKER,RBICS Codes,Finance,30151010 - Insurance Brokerage
rcode,INSLIFEHEALTH,RBICS Codes,Finance,30151015 - Life and Health Insurance
rcode,INSPROPCAS,RBICS Codes,Finance,30151020 - Property and Casualty Insurance
rcode,INSRE,RBICS Codes,Finance,30151025 - Reinsurance
rcode,INSDIV,RBICS Codes,Finance,30151030 - Diversified Insurance
rcode,INVESTSVCE,RBICS Codes,Finance,302010 - Investment Services
rcode,ASSETMGMT,RBICS Codes,Finance,30201010 - Asset Management and Financial Advisory Services
rcode,INVESTBANK,RBICS Codes,Finance,30201015 - Investment Banking and Corporate Finance
rcode,INVESTHOLDING,RBICS Codes,Finance,30201020 - Investment Holding Companies
rcode,SECURITIES,RBICS Codes,Finance,30201025 - Securities Sales and Trading Services
rcode,INVESTDIV,RBICS Codes,Finance,30201030 - Diversified Investment
rcode,REALESTATE,RBICS Codes,Finance,3025 - Real Estate
rcode,HOMEBUILDMANUF.XX1,RBICS Codes,Finance,"302510 - Home Builders and Manufactured Buildings\nDiscontinued 2020-07-19, replaced by HOMEBUILDMANUF"
rcode,HOMEBUILD.XX1,RBICS Codes,Finance,"30251010 - Home Builders\nDiscontinued 2020-07-19, replaced by HOMEBUILD"
rcode,MFRBUILDING.XX1,RBICS Codes,Finance,"30251015 - Manufactured Building Makers\nDiscontinued 2020-07-19, replaced by MFRBUILDING"
rcode,REALESTATESVCE,RBICS Codes,Finance,302515 - Real Estate Investment and Services
rcode,REALESTATESVCEOTHER,RBICS Codes,Finance,30251510 - Other Real Estate Investment and Services
rcode,PROPERTY,RBICS Codes,Finance,30251515 - Property Owners
rcode,REIT,RBICS Codes,Finance,302520 - Real Estate Investment Trusts (REITs)
rcode,REITDIV,RBICS Codes,Finance,30252010 - Diversified REITs
rcode,REITEQUITY,RBICS Codes,Finance,30252015 - Equity REITs
rcode,REITMORTG,RBICS Codes,Finance,30252020 - Mortgage REITs
rcode,FINSPECIAL,RBICS Codes,Finance,303010 - Specialty Finance
rcode,FINCOMMSVCE,RBICS Codes,Finance,30301010 - Commercial Finance Services
rcode,FINCONSUMERSVCE,RBICS Codes,Finance,30301015 - Consumer Finance Services
rcode,FINSOFTW,RBICS Codes,Finance,303015 - Finance Software and Services
rcode,INSURANCESS,RBICS Codes,Finance,3015 - Insurance
rcode,INVESTSVCESS,RBICS Codes,Finance,3020 - Investment Services
rcode,CREDITUNIONS,RBICS Codes,Finance,30102020 - United States Credit Unions\nSince 2020-07-18
rcode,FINSVCE,RBICS Codes,Finance,3030 - Specialty Finance and Services
rcode,HEALTHCARE,RBICS Codes,Healthcare,35 - Healthcare
rcode,BIOPHARMA,RBICS Codes,Healthcare,3510 - Biopharmaceuticals
rcode,BIOPHARMANONSYS,RBICS Codes,Healthcare,351010 - Non-System-Specific Biopharmaceuticals
rcode,INFECTIOUS,RBICS Codes,Healthcare,35101010 - Infectious Disease Biopharmaceuticals
rcode,ONCOLOGY,RBICS Codes,Healthcare,35101015 - Oncology Biopharmaceuticals
rcode,BIOPHARMAOTHER,RBICS Codes,Healthcare,351015 - Other Biopharmaceuticals
rcode,ALLERGIES,RBICS Codes,Healthcare,35101510 - Allergies Biopharmaceuticals
rcode,PAINMGMT,RBICS Codes,Healthcare,35101515 - Pain Management Biopharmaceuticals
rcode,SURGICAL,RBICS Codes,Healthcare,35101520 - Surgical Biopharmaceuticals
rcode,TOXICOLOGY,RBICS Codes,Healthcare,35101525 - Toxicology Biopharmaceuticals
rcode,TRANSPLANTATION,RBICS Codes,Healthcare,35101530 - Transplantation Biopharmaceuticals
rcode,WEIGHTMGMT,RBICS Codes,Healthcare,35101535 - Weight Management Biopharmaceuticals
rcode,BIOPHARMADIV,RBICS Codes,Healthcare,35101540 - Diversified Biopharmaceuticals
rcode,BIOPHARMASYS,RBICS Codes,Healthcare,351020 - System-Specific Biopharmaceuticals
rcode,CARDIOVASCULAR,RBICS Codes,Healthcare,35102010 - Cardiovascular System Biopharmaceuticals
rcode,DERMATOLOGY,RBICS Codes,Healthcare,35102015 - Dermatology Biopharmaceuticals
rcode,DIGESTIVE,RBICS Codes,Healthcare,35102020 - Digestive System Biopharmaceuticals
rcode,ENDOCRINOLOGY,RBICS Codes,Healthcare,35102025 - Endocrinology and Metabolism Biopharmaceuticals
rcode,HEMATOLOGY,RBICS Codes,Healthcare,35102030 - Hematology Biopharmaceuticals
rcode,IMMUNOLOGY,RBICS Codes,Healthcare,35102035 - Immunology Biopharmaceuticals
rcode,MUSCULOSKELETAL,RBICS Codes,Healthcare,35102040 - Musculoskeletal System Biopharmaceuticals
rcode,NEUROLOGY,RBICS Codes,Healthcare,35102045 - Neurology Biopharmaceuticals
rcode,OBSTETRICS,RBICS Codes,Healthcare,35102050 - Obstetrics and Gynecology Biopharmaceuticals
rcode,OPHTHALMOLOGY,RBICS Codes,Healthcare,35102055 - Ophthalmology Biopharmaceuticals
rcode,RESPIRATORY,RBICS Codes,Healthcare,35102060 - Respiratory System Biopharmaceuticals
rcode,UROLOGY,RBICS Codes,Healthcare,35102065 - Urology Biopharmaceuticals
rcode,HCARESVCE,RBICS Codes,Healthcare,3515 - Healthcare Services
rcode,HCARESUPPORT,RBICS Codes,Healthcare,351510 - Healthcare Support Services
rcode,HPLAN,RBICS Codes,Healthcare,35151010 - Health Plan Providers
rcode,HCAREADMIN,RBICS Codes,Healthcare,35151015 - Healthcare Administrative Support Services
rcode,HCAREDISTRIB,RBICS Codes,Healthcare,35151020 - Healthcare Distributors
rcode,HCARESUPPORTOTHER,RBICS Codes,Healthcare,35151025 - Other Healthcare Support Services
rcode,PATIENTCARE,RBICS Codes,Healthcare,351515 - Patient Care
rcode,ACUTECARE,RBICS Codes,Healthcare,35151510 - Acute Care and Institutional Patient Care
rcode,AMBULANCE,RBICS Codes,Healthcare,35151515 - Ambulatory and Outpatient Diagnostic Patient Care
rcode,LTCARE,RBICS Codes,Healthcare,35151520 - Long-Term Care Facilities
rcode,MULTIDELIVCARE,RBICS Codes,Healthcare,35151525 - Multi-Delivery-Type Patient Care
rcode,AMBULANCEOTHER,RBICS Codes,Healthcare,35151530 - Other Ambulatory and Outpatient Patient Care
rcode,HCAREMISC,RBICS Codes,Healthcare,351520 - Miscellaneous Healthcare
rcode,NUTRITION,RBICS Codes,Healthcare,35152010 - Nutritional Health Pharmaceuticals
rcode,OUTSOURCEDBIOMED,RBICS Codes,Healthcare,35152015 - Other Outsourced Biomedical Services
rcode,OUTSOURCEDDRUG,RBICS Codes,Healthcare,35152020 - Outsourced Drug Services
rcode,HCARESCIPRODUCTS,RBICS Codes,Healthcare,35152025 - Scientific Products
rcode,VETERINARY,RBICS Codes,Healthcare,35152030 - Veterinary Products and Services
rcode,HCARESVCEDIV,RBICS Codes,Healthcare,35152035 - Diversified Healthcare Services
rcode,HCAREOUTSOURCE,RBICS Codes,Healthcare,351525 - Outsourced Development and Manufacturing Services
rcode,HCARECONTRACTMFR,RBICS Codes,Healthcare,35152510 - Contract Manufacturing Organizations
rcode,HCARECONTRACTRESEARCH,RBICS Codes,Healthcare,35152515 - Contract Research Organizations
rcode,HCAREDEV,RBICS Codes,Healthcare,35152520 - Development and Manufacturing Services
rcode,HCAREEQUIP,RBICS Codes,Healthcare,3520 - Healthcare Equipment
rcode,HCAREDIAGNOSTICS,RBICS Codes,Healthcare,352010 - Diagnostics and Drug Delivery Devices
rcode,DIAGNOSTIC,RBICS Codes,Healthcare,35201010 - Clinical Diagnostics Devices
rcode,DRUGDELIV,RBICS Codes,Healthcare,35201015 - Drug Delivery Devices
rcode,MEDDEVICESGEN,RBICS Codes,Healthcare,352015 - General Medical Devices
rcode,SYSTEMSPECIFIC,RBICS Codes,Healthcare,35201510 - System-Specific General Medical Devices
rcode,MEDDEVICESDIV,RBICS Codes,Healthcare,35201515 - Diversified Medical Devices and Instruments
rcode,MEDDEVICESOTHER,RBICS Codes,Healthcare,352020 - Other Medical Devices
rcode,MEDSUPPLIES,RBICS Codes,Healthcare,35202010 - Medical Supplies
rcode,MEDDEVICESSPECIAL,RBICS Codes,Healthcare,35202015 - Specialized Medical Devices
rcode,INDUSTRIAL,RBICS Codes,Industrials,40 - Industrials
rcode,INDMFR,RBICS Codes,Industrials,4010 - Industrial Manufacturing
rcode,AERODEF,RBICS Codes,Industrials,401010 - Aerospace and Defense Manufacturing
rcode,AEROSPACEEQUIP,RBICS Codes,Industrials,40101010 - Aerospace Equipment
rcode,DEF,RBICS Codes,Industrials,40101015 - Defense Manufacturing
rcode,AERODEFDIV,RBICS Codes,Industrials,40101020 - Diversified Aerospace and Defense Manufacturing
rcode,ELECTREQUIP,RBICS Codes,Industrials,401015 - Electrical Equipment and Power Systems
rcode,COMMELECTRIC,RBICS Codes,Industrials,40101510 - Commercial and Industrial Electric Products
rcode,ELECTREQUIPOTHER,RBICS Codes,Industrials,40101515 - Other Electrical Equipment/Power Systems Makers
rcode,POWERGEN,RBICS Codes,Industrials,40101520 - Power Generation and Support Products
rcode,MACHINE,RBICS Codes,Industrials,401020 - Machinery Manufacturing
rcode,CONTROLEQUIP,RBICS Codes,Industrials,"40102010 - Air, Liquid and Gas Control Equipment"
rcode,AUTOMATIONEQUIP,RBICS Codes,Industrials,40102015 - Factory Automation Equipment
rcode,MACHINEPARTS,RBICS Codes,Industrials,40102020 - Industrial Machine Parts and Support Equipment
rcode,CONSTRUCTIONMACHINE,RBICS Codes,Industrials,40102025 - Natural Resource and Construction Machinery Makers
rcode,MACHINEOTHER,RBICS Codes,Industrials,40102030 - Other Machinery Manufacturing
rcode,TOOLS,RBICS Codes,Industrials,40102035 - Tools and Outdoor Care Equipment
rcode,TRANSPORTEQUIP,RBICS Codes,Industrials,401025 - Transportation Equipment Manufacturing
rcode,TRANSPORTEQUIPCML,RBICS Codes,Industrials,40102510 - Commercial Transportation Equipment Manufacturing
rcode,TRANSPORTEQUIPGEN,RBICS Codes,Industrials,40102515 - General Transportation Equipment Manufacturing
rcode,INDSVCE,RBICS Codes,Industrials,4015 - Industrial Services
rcode,TRAINTRUCK,RBICS Codes,Industrials,401510 - Cargo Transportation and Infrastructure Services
